REF_DATE,GEO,DGUID,VECTOR,COORDINATE,Population estimate
1/1/2005,Yukon,2016A000260,v4,12,31771
1/1/2005,Northwest Territories,2016A000261,v6,14,43442
1/1/2005,Nunavut,2016A000262,v7,15,29950
1/1/2005,Canada,2016A000011124,v1,1,32141943
1/1/2005,Newfoundland and Labrador,2016A000210,v2,2,515358
1/1/2005,Prince Edward Island,2016A000211,v8,3,137788
1/1/2005,Nova Scotia,2016A000212,v9,4,937991
1/1/2005,New Brunswick,2016A000213,v10,5,748693
1/1/2005,Quebec,2016A000224,v11,6,7567307
1/1/2005,Ontario,2016A000235,v12,7,12477967
1/1/2005,Manitoba,2016A000246,v13,8,1177285
1/1/2005,Saskatchewan,2016A000247,v14,9,994892
1/1/2005,Alberta,2016A000248,v15,10,3296271
1/1/2005,British Columbia,2016A000259,v3,11,4182963
1/1/2005,Yukon,2016A000260,v4,12,31862
1/1/2005,Northwest Territories,2016A000261,v6,14,43457
1/1/2005,Nunavut,2016A000262,v7,15,30109
1/1/2005,Canada,2016A000011124,v1,1,32243753
1/1/2005,Newfoundland and Labrador,2016A000210,v2,2,514332
1/1/2005,Prince Edward Island,2016A000211,v8,3,138064
1/1/2005,Nova Scotia,2016A000212,v9,4,937926
1/1/2005,New Brunswick,2016A000213,v10,5,748057
1/1/2005,Quebec,2016A000224,v11,6,7581476
1/1/2005,Ontario,2016A000235,v12,7,12528663
1/1/2005,Manitoba,2016A000246,v13,8,1178264
1/1/2005,Saskatchewan,2016A000247,v14,9,993500
1/1/2005,Alberta,2016A000248,v15,10,3321768
1/1/2005,British Columbia,2016A000259,v3,11,4196062
1/1/2005,Yukon,2016A000260,v4,12,31902
1/1/2005,Northwest Territories,2016A000261,v6,14,43400
1/1/2005,Nunavut,2016A000262,v7,15,30339
1/1/2005,Canada,2016A000011124,v1,1,32353968
1/1/2005,Newfoundland and Labrador,2016A000210,v2,2,513740
1/1/2005,Prince Edward Island,2016A000211,v8,3,138130
1/1/2005,Nova Scotia,2016A000212,v9,4,938753
1/1/2005,New Brunswick,2016A000213,v10,5,747672
1/1/2005,Quebec,2016A000224,v11,6,7598887
1/1/2005,Ontario,2016A000235,v12,7,12578931
1/1/2005,Manitoba,2016A000246,v13,8,1179086
1/1/2005,Saskatchewan,2016A000247,v14,9,993288
1/1/2005,Alberta,2016A000248,v15,10,3346754
1/1/2005,British Columbia,2016A000259,v3,11,4212666
1/1/2005,Yukon,2016A000260,v4,12,32128
1/1/2005,Northwest Territories,2016A000261,v6,14,43526
1/1/2005,Nunavut,2016A000262,v7,15,30407
1/1/2006,Canada,2016A000011124,v1,1,32395309
1/1/2006,Newfoundland and Labrador,2016A000210,v2,2,512564
1/1/2006,Prince Edward Island,2016A000211,v8,3,137907
1/1/2006,Nova Scotia,2016A000212,v9,4,938117
1/1/2006,New Brunswick,2016A000213,v10,5,746983
1/1/2006,Quebec,2016A000224,v11,6,7604258
1/1/2006,Ontario,2016A000235,v12,7,12587531
1/1/2006,Manitoba,2016A000246,v13,8,1179920
1/1/2006,Saskatchewan,2016A000247,v14,9,992237
1/1/2006,Alberta,2016A000248,v15,10,3371823
1/1/2006,British Columbia,2016A000259,v3,11,4217962
1/1/2006,Yukon,2016A000260,v4,12,32112
1/1/2006,Northwest Territories,2016A000261,v6,14,43318
1/1/2006,Nunavut,2016A000262,v7,15,30577
1/1/2006,Canada,2016A000011124,v1,1,32470303
1/1/2006,Newfoundland and Labrador,2016A000210,v2,2,510961
1/1/2006,Prince Edward Island,2016A000211,v8,3,137846
1/1/2006,Nova Scotia,2016A000212,v9,4,937664
1/1/2006,New Brunswick,2016A000213,v10,5,746337
1/1/2006,Quebec,2016A000224,v11,6,7615505
1/1/2006,Ontario,2016A000235,v12,7,12618444
1/1/2006,Manitoba,2016A000246,v13,8,1181635
1/1/2006,Saskatchewan,2016A000247,v14,9,991228
1/1/2006,Alberta,2016A000248,v15,10,3396802
1/1/2006,British Columbia,2016A000259,v3,11,4227986
1/1/2006,Yukon,2016A000260,v4,12,32152
1/1/2006,Northwest Territories,2016A000261,v6,14,43101
1/1/2006,Nunavut,2016A000262,v7,15,30642
1/1/2006,Canada,2016A000011124,v1,1,32571174
1/1/2006,Newfoundland and Labrador,2016A000210,v2,2,510592
1/1/2006,Prince Edward Island,2016A000211,v8,3,137867
1/1/2006,Nova Scotia,2016A000212,v9,4,937882
1/1/2006,New Brunswick,2016A000213,v10,5,745621
1/1/2006,Quebec,2016A000224,v11,6,7631966
1/1/2006,Ontario,2016A000235,v12,7,12661878
1/1/2006,Manitoba,2016A000246,v13,8,1183562
1/1/2006,Saskatchewan,2016A000247,v14,9,992314
1/1/2006,Alberta,2016A000248,v15,10,3421434
1/1/2006,British Columbia,2016A000259,v3,11,4241794
1/1/2006,Yukon,2016A000260,v4,12,32272
1/1/2006,Northwest Territories,2016A000261,v6,14,43179
1/1/2006,Nunavut,2016A000262,v7,15,30813
1/1/2006,Canada,2016A000011124,v1,1,32680712
1/1/2006,Newfoundland and Labrador,2016A000210,v2,2,510329
1/1/2006,Prince Edward Island,2016A000211,v8,3,137898
1/1/2006,Nova Scotia,2016A000212,v9,4,937046
1/1/2006,New Brunswick,2016A000213,v10,5,744975
1/1/2006,Quebec,2016A000224,v11,6,7653092
1/1/2006,Ontario,2016A000235,v12,7,12700994
1/1/2006,Manitoba,2016A000246,v13,8,1183981
1/1/2006,Saskatchewan,2016A000247,v14,9,993361
1/1/2006,Alberta,2016A000248,v15,10,3453944
1/1/2006,British Columbia,2016A000259,v3,11,4258655
1/1/2006,Yukon,2016A000260,v4,12,32361
1/1/2006,Northwest Territories,2016A000261,v6,14,43197
1/1/2006,Nunavut,2016A000262,v7,15,30879
1/1/2007,Canada,2016A000011124,v1,1,32717701
1/1/2007,Newfoundland and Labrador,2016A000210,v2,2,510335
1/1/2007,Prince Edward Island,2016A000211,v8,3,137778
1/1/2007,Nova Scotia,2016A000212,v9,4,936203
1/1/2007,New Brunswick,2016A000213,v10,5,744853
1/1/2007,Quebec,2016A000224,v11,6,7661583
1/1/2007,Ontario,2016A000235,v12,7,12702838
1/1/2007,Manitoba,2016A000246,v13,8,1184503
1/1/2007,Saskatchewan,2016A000247,v14,9,995174
1/1/2007,Alberta,2016A000248,v15,10,3472771
1/1/2007,British Columbia,2016A000259,v3,11,4265321
1/1/2007,Yukon,2016A000260,v4,12,32315
1/1/2007,Northwest Territories,2016A000261,v6,14,43074
1/1/2007,Nunavut,2016A000262,v7,15,30953
1/1/2007,Canada,2016A000011124,v1,1,32786014
1/1/2007,Newfoundland and Labrador,2016A000210,v2,2,509131
1/1/2007,Prince Edward Island,2016A000211,v8,3,137708
1/1/2007,Nova Scotia,2016A000212,v9,4,934995
1/1/2007,New Brunswick,2016A000213,v10,5,744938
1/1/2007,Quebec,2016A000224,v11,6,7674385
1/1/2007,Ontario,2016A000235,v12,7,12726728
1/1/2007,Manitoba,2016A000246,v13,8,1186430
1/1/2007,Saskatchewan,2016A000247,v14,9,997550
1/1/2007,Alberta,2016A000248,v15,10,3490842
1/1/2007,British Columbia,2016A000259,v3,11,4276743
1/1/2007,Yukon,2016A000260,v4,12,32273
1/1/2007,Northwest Territories,2016A000261,v6,14,43107
1/1/2007,Nunavut,2016A000262,v7,15,31184
1/1/2007,Canada,2016A000011124,v1,1,32889025
1/1/2007,Newfoundland and Labrador,2016A000210,v2,2,509055
1/1/2007,Prince Edward Island,2016A000211,v8,3,137711
1/1/2007,Nova Scotia,2016A000212,v9,4,935115
1/1/2007,New Brunswick,2016A000213,v10,5,745433
1/1/2007,Quebec,2016A000224,v11,6,7692916
1/1/2007,Ontario,2016A000235,v12,7,12764806
1/1/2007,Manitoba,2016A000246,v13,8,1189451
1/1/2007,Saskatchewan,2016A000247,v14,9,1002086
1/1/2007,Alberta,2016A000248,v15,10,3514147
1/1/2007,British Columbia,2016A000259,v3,11,4290984
1/1/2007,Yukon,2016A000260,v4,12,32554
1/1/2007,Northwest Territories,2016A000261,v6,14,43372
1/1/2007,Nunavut,2016A000262,v7,15,31395
1/1/2007,Canada,2016A000011124,v1,1,33002138
1/1/2007,Newfoundland and Labrador,2016A000210,v2,2,510262
1/1/2007,Prince Edward Island,2016A000211,v8,3,138026
1/1/2007,Nova Scotia,2016A000212,v9,4,935379
1/1/2007,New Brunswick,2016A000213,v10,5,746138
1/1/2007,Quebec,2016A000224,v11,6,7713173
1/1/2007,Ontario,2016A000235,v12,7,12807208
1/1/2007,Manitoba,2016A000246,v13,8,1191690
1/1/2007,Saskatchewan,2016A000247,v14,9,1007323
1/1/2007,Alberta,2016A000248,v15,10,3533413
1/1/2007,British Columbia,2016A000259,v3,11,4312042
1/1/2007,Yukon,2016A000260,v4,12,32662
1/1/2007,Northwest Territories,2016A000261,v6,14,43262
1/1/2007,Nunavut,2016A000262,v7,15,31560
1/1/2008,Canada,2016A000011124,v1,1,33050613
1/1/2008,Newfoundland and Labrador,2016A000210,v2,2,511008
1/1/2008,Prince Edward Island,2016A000211,v8,3,138000
1/1/2008,Nova Scotia,2016A000212,v9,4,935475
1/1/2008,New Brunswick,2016A000213,v10,5,746288
1/1/2008,Quebec,2016A000224,v11,6,7725513
1/1/2008,Ontario,2016A000235,v12,7,12814446
1/1/2008,Manitoba,2016A000246,v13,8,1193408
1/1/2008,Saskatchewan,2016A000247,v14,9,1010304
1/1/2008,Alberta,2016A000248,v15,10,3548796
1/1/2008,British Columbia,2016A000259,v3,11,4319652
1/1/2008,Yukon,2016A000260,v4,12,32751
1/1/2008,Northwest Territories,2016A000261,v6,14,43357
1/1/2008,Nunavut,2016A000262,v7,15,31615
1/1/2008,Canada,2016A000011124,v1,1,33127520
1/1/2008,Newfoundland and Labrador,2016A000210,v2,2,511253
1/1/2008,Prince Edward Island,2016A000211,v8,3,138186
1/1/2008,Nova Scotia,2016A000212,v9,4,935635
1/1/2008,New Brunswick,2016A000213,v10,5,746533
1/1/2008,Quebec,2016A000224,v11,6,7740347
1/1/2008,Ontario,2016A000235,v12,7,12840272
1/1/2008,Manitoba,2016A000246,v13,8,1194662
1/1/2008,Saskatchewan,2016A000247,v14,9,1013478
1/1/2008,Alberta,2016A000248,v15,10,3567458
1/1/2008,British Columbia,2016A000259,v3,11,4331699
1/1/2008,Yukon,2016A000260,v4,12,32954
1/1/2008,Northwest Territories,2016A000261,v6,14,43362
1/1/2008,Nunavut,2016A000262,v7,15,31681
1/1/2008,Canada,2016A000011124,v1,1,33247118
1/1/2008,Newfoundland and Labrador,2016A000210,v2,2,511581
1/1/2008,Prince Edward Island,2016A000211,v8,3,138749
1/1/2008,Nova Scotia,2016A000212,v9,4,935897
1/1/2008,New Brunswick,2016A000213,v10,5,746877
1/1/2008,Quebec,2016A000224,v11,6,7761725
1/1/2008,Ontario,2016A000235,v12,7,12883583
1/1/2008,Manitoba,2016A000246,v13,8,1197775
1/1/2008,Saskatchewan,2016A000247,v14,9,1017404
1/1/2008,Alberta,2016A000248,v15,10,3595856
1/1/2008,British Columbia,2016A000259,v3,11,4349336
1/1/2008,Yukon,2016A000260,v4,12,33083
1/1/2008,Northwest Territories,2016A000261,v6,14,43360
1/1/2008,Nunavut,2016A000262,v7,15,31892
1/1/2008,Canada,2016A000011124,v1,1,33372418
1/1/2008,Newfoundland and Labrador,2016A000210,v2,2,513437
1/1/2008,Prince Edward Island,2016A000211,v8,3,139465
1/1/2008,Nova Scotia,2016A000212,v9,4,937045
1/1/2008,New Brunswick,2016A000213,v10,5,747769
1/1/2008,Quebec,2016A000224,v11,6,7786475
1/1/2008,Ontario,2016A000235,v12,7,12927148
1/1/2008,Manitoba,2016A000246,v13,8,1199548
1/1/2008,Saskatchewan,2016A000247,v14,9,1022553
1/1/2008,Alberta,2016A000248,v15,10,3619292
1/1/2008,British Columbia,2016A000259,v3,11,4371124
1/1/2008,Yukon,2016A000260,v4,12,33306
1/1/2008,Northwest Territories,2016A000261,v6,14,43293
1/1/2008,Nunavut,2016A000262,v7,15,31963
1/1/2009,Canada,2016A000011124,v1,1,33427050
1/1/2009,Newfoundland and Labrador,2016A000210,v2,2,514223
1/1/2009,Prince Edward Island,2016A000211,v8,3,139136
1/1/2009,Nova Scotia,2016A000212,v9,4,937382
1/1/2009,New Brunswick,2016A000213,v10,5,748373
1/1/2009,Quebec,2016A000224,v11,6,7799115
1/1/2009,Ontario,2016A000235,v12,7,12932234
1/1/2009,Manitoba,2016A000246,v13,8,1201702
1/1/2009,Saskatchewan,2016A000247,v14,9,1025993
1/1/2009,Alberta,2016A000248,v15,10,3638482
1/1/2009,British Columbia,2016A000259,v3,11,4381829
1/1/2009,Yukon,2016A000260,v4,12,33404
1/1/2009,Northwest Territories,2016A000261,v6,14,43116
1/1/2009,Nunavut,2016A000262,v7,15,32061
1/1/2009,Canada,2016A000011124,v1,1,33511275
1/1/2009,Newfoundland and Labrador,2016A000210,v2,2,514719
1/1/2009,Prince Edward Island,2016A000211,v8,3,139206
1/1/2009,Nova Scotia,2016A000212,v9,4,937429
1/1/2009,New Brunswick,2016A000213,v10,5,749161
1/1/2009,Quebec,2016A000224,v11,6,7817022
1/1/2009,Ontario,2016A000235,v12,7,12956332
1/1/2009,Manitoba,2016A000246,v13,8,1204014
1/1/2009,Saskatchewan,2016A000247,v14,9,1029901
1/1/2009,Alberta,2016A000248,v15,10,3659228
1/1/2009,British Columbia,2016A000259,v3,11,4395190
1/1/2009,Yukon,2016A000260,v4,12,33582
1/1/2009,Northwest Territories,2016A000261,v6,14,43106
1/1/2009,Nunavut,2016A000262,v7,15,32385
1/1/2009,Canada,2016A000011124,v1,1,33628895
1/1/2009,Newfoundland and Labrador,2016A000210,v2,2,516751
1/1/2009,Prince Edward Island,2016A000211,v8,3,139891
1/1/2009,Nova Scotia,2016A000212,v9,4,938208
1/1/2009,New Brunswick,2016A000213,v10,5,749956
1/1/2009,Quebec,2016A000224,v11,6,7843383
1/1/2009,Ontario,2016A000235,v12,7,12998345
1/1/2009,Manitoba,2016A000246,v13,8,1208556
1/1/2009,Saskatchewan,2016A000247,v14,9,1034819
1/1/2009,Alberta,2016A000248,v15,10,3678996
1/1/2009,British Columbia,2016A000259,v3,11,4410506
1/1/2009,Yukon,2016A000260,v4,12,33731
1/1/2009,Northwest Territories,2016A000261,v6,14,43156
1/1/2009,Nunavut,2016A000262,v7,15,32597
1/1/2009,Canada,2016A000011124,v1,1,33757077
1/1/2009,Newfoundland and Labrador,2016A000210,v2,2,518985
1/1/2009,Prince Edward Island,2016A000211,v8,3,140611
1/1/2009,Nova Scotia,2016A000212,v9,4,940501
1/1/2009,New Brunswick,2016A000213,v10,5,751066
1/1/2009,Quebec,2016A000224,v11,6,7871361
1/1/2009,Ontario,2016A000235,v12,7,13047485
1/1/2009,Manitoba,2016A000246,v13,8,1211875
1/1/2009,Saskatchewan,2016A000247,v14,9,1039554
1/1/2009,Alberta,2016A000248,v15,10,3694303
1/1/2009,British Columbia,2016A000259,v3,11,4431576
1/1/2009,Yukon,2016A000260,v4,12,34025
1/1/2009,Northwest Territories,2016A000261,v6,14,42924
1/1/2009,Nunavut,2016A000262,v7,15,32811
1/1/2010,Canada,2016A000011124,v1,1,33807529
1/1/2010,Newfoundland and Labrador,2016A000210,v2,2,520283
1/1/2010,Prince Edward Island,2016A000211,v8,3,140612
1/1/2010,Nova Scotia,2016A000212,v9,4,940823
1/1/2010,New Brunswick,2016A000213,v10,5,751281
1/1/2010,Quebec,2016A000224,v11,6,7885717
1/1/2010,Ontario,2016A000235,v12,7,13058435
1/1/2010,Manitoba,2016A000246,v13,8,1213933
1/1/2010,Saskatchewan,2016A000247,v14,9,1042952
1/1/2010,Alberta,2016A000248,v15,10,3702266
1/1/2010,British Columbia,2016A000259,v3,11,4441329
1/1/2010,Yukon,2016A000260,v4,12,34007
1/1/2010,Northwest Territories,2016A000261,v6,14,42970
1/1/2010,Nunavut,2016A000262,v7,15,32921
1/1/2010,Canada,2016A000011124,v1,1,33889236
1/1/2010,Newfoundland and Labrador,2016A000210,v2,2,521204
1/1/2010,Prince Edward Island,2016A000211,v8,3,140990
1/1/2010,Nova Scotia,2016A000212,v9,4,940919
1/1/2010,New Brunswick,2016A000213,v10,5,752021
1/1/2010,Quebec,2016A000224,v11,6,7903339
1/1/2010,Ontario,2016A000235,v12,7,13088106
1/1/2010,Manitoba,2016A000246,v13,8,1216610
1/1/2010,Saskatchewan,2016A000247,v14,9,1046799
1/1/2010,Alberta,2016A000248,v15,10,3714974
1/1/2010,British Columbia,2016A000259,v3,11,4453744
1/1/2010,Yukon,2016A000260,v4,12,34241
1/1/2010,Northwest Territories,2016A000261,v6,14,43152
1/1/2010,Nunavut,2016A000262,v7,15,33137
1/1/2010,Canada,2016A000011124,v1,1,34004889
1/1/2010,Newfoundland and Labrador,2016A000210,v2,2,522009
1/1/2010,Prince Edward Island,2016A000211,v8,3,141654
1/1/2010,Nova Scotia,2016A000212,v9,4,942107
1/1/2010,New Brunswick,2016A000213,v10,5,753035
1/1/2010,Quebec,2016A000224,v11,6,7929222
1/1/2010,Ontario,2016A000235,v12,7,13135778
1/1/2010,Manitoba,2016A000246,v13,8,1220780
1/1/2010,Saskatchewan,2016A000247,v14,9,1051443
1/1/2010,Alberta,2016A000248,v15,10,3732082
1/1/2010,British Columbia,2016A000259,v3,11,4465546
1/1/2010,Yukon,2016A000260,v4,12,34596
1/1/2010,Northwest Territories,2016A000261,v6,14,43285
1/1/2010,Nunavut,2016A000262,v7,15,33352
1/1/2010,Canada,2016A000011124,v1,1,34131683
1/1/2010,Newfoundland and Labrador,2016A000210,v2,2,522865
1/1/2010,Prince Edward Island,2016A000211,v8,3,142732
1/1/2010,Nova Scotia,2016A000212,v9,4,944179
1/1/2010,New Brunswick,2016A000213,v10,5,754287
1/1/2010,Quebec,2016A000224,v11,6,7955007
1/1/2010,Ontario,2016A000235,v12,7,13189339
1/1/2010,Manitoba,2016A000246,v13,8,1224662
1/1/2010,Saskatchewan,2016A000247,v14,9,1056115
1/1/2010,Alberta,2016A000248,v15,10,3747226
1/1/2010,British Columbia,2016A000259,v3,11,4483609
1/1/2010,Yukon,2016A000260,v4,12,34789
1/1/2010,Northwest Territories,2016A000261,v6,14,43303
1/1/2010,Nunavut,2016A000262,v7,15,33570
1/1/2011,Canada,2016A000011124,v1,1,34166099
1/1/2011,Newfoundland and Labrador,2016A000210,v2,2,523726
1/1/2011,Prince Edward Island,2016A000211,v8,3,143020
1/1/2011,Nova Scotia,2016A000212,v9,4,944068
1/1/2011,New Brunswick,2016A000213,v10,5,754794
1/1/2011,Quebec,2016A000224,v11,6,7967185
1/1/2011,Ontario,2016A000235,v12,7,13198650
1/1/2011,Manitoba,2016A000246,v13,8,1227212
1/1/2011,Saskatchewan,2016A000247,v14,9,1058963
1/1/2011,Alberta,2016A000248,v15,10,3754424
1/1/2011,British Columbia,2016A000259,v3,11,4482260
1/1/2011,Yukon,2016A000260,v4,12,34801
1/1/2011,Northwest Territories,2016A000261,v6,14,43263
1/1/2011,Nunavut,2016A000262,v7,15,33733
1/1/2011,Canada,2016A000011124,v1,1,34230378
1/1/2011,Newfoundland and Labrador,2016A000210,v2,2,524239
1/1/2011,Prince Edward Island,2016A000211,v8,3,143265
1/1/2011,Nova Scotia,2016A000212,v9,4,943918
1/1/2011,New Brunswick,2016A000213,v10,5,754841
1/1/2011,Quebec,2016A000224,v11,6,7982119
1/1/2011,Ontario,2016A000235,v12,7,13221999
1/1/2011,Manitoba,2016A000246,v13,8,1229063
1/1/2011,Saskatchewan,2016A000247,v14,9,1061484
1/1/2011,Alberta,2016A000248,v15,10,3768773
1/1/2011,British Columbia,2016A000259,v3,11,4488508
1/1/2011,Yukon,2016A000260,v4,12,34983
1/1/2011,Northwest Territories,2016A000261,v6,14,43263
1/1/2011,Nunavut,2016A000262,v7,15,33923
1/1/2011,Canada,2016A000011124,v1,1,34339328
1/1/2011,Newfoundland and Labrador,2016A000210,v2,2,524999
1/1/2011,Prince Edward Island,2016A000211,v8,3,143963
1/1/2011,Nova Scotia,2016A000212,v9,4,944274
1/1/2011,New Brunswick,2016A000213,v10,5,755705
1/1/2011,Quebec,2016A000224,v11,6,8005090
1/1/2011,Ontario,2016A000235,v12,7,13261381
1/1/2011,Manitoba,2016A000246,v13,8,1233649
1/1/2011,Saskatchewan,2016A000247,v14,9,1066026
1/1/2011,Alberta,2016A000248,v15,10,3789030
1/1/2011,British Columbia,2016A000259,v3,11,4502104
1/1/2011,Yukon,2016A000260,v4,12,35411
1/1/2011,Northwest Territories,2016A000261,v6,14,43504
1/1/2011,Nunavut,2016A000262,v7,15,34192
1/1/2011,Canada,2016A000011124,v1,1,34457998
1/1/2011,Newfoundland and Labrador,2016A000210,v2,2,525936
1/1/2011,Prince Edward Island,2016A000211,v8,3,144378
1/1/2011,Nova Scotia,2016A000212,v9,4,945016
1/1/2011,New Brunswick,2016A000213,v10,5,756420
1/1/2011,Quebec,2016A000224,v11,6,8021860
1/1/2011,Ontario,2016A000235,v12,7,13308659
1/1/2011,Manitoba,2016A000246,v13,8,1238019
1/1/2011,Saskatchewan,2016A000247,v14,9,1070687
1/1/2011,Alberta,2016A000248,v15,10,3807726
1/1/2011,British Columbia,2016A000259,v3,11,4525684
1/1/2011,Yukon,2016A000260,v4,12,35668
1/1/2011,Northwest Territories,2016A000261,v6,14,43593
1/1/2011,Nunavut,2016A000262,v7,15,34352
1/1/2012,Canada,2016A000011124,v1,1,34516352
1/1/2012,Newfoundland and Labrador,2016A000210,v2,2,526215
1/1/2012,Prince Edward Island,2016A000211,v8,3,144310
1/1/2012,Nova Scotia,2016A000212,v9,4,944307
1/1/2012,New Brunswick,2016A000213,v10,5,757278
1/1/2012,Quebec,2016A000224,v11,6,8029498
1/1/2012,Ontario,2016A000235,v12,7,13323332
1/1/2012,Manitoba,2016A000246,v13,8,1242141
1/1/2012,Saskatchewan,2016A000247,v14,9,1074265
1/1/2012,Alberta,2016A000248,v15,10,3825072
1/1/2012,British Columbia,2016A000259,v3,11,4536084
1/1/2012,Yukon,2016A000260,v4,12,35782
1/1/2012,Northwest Territories,2016A000261,v6,14,43648
1/1/2012,Nunavut,2016A000262,v7,15,34420
1/1/2012,Canada,2016A000011124,v1,1,34592779
1/1/2012,Newfoundland and Labrador,2016A000210,v2,2,525655
1/1/2012,Prince Edward Island,2016A000211,v8,3,144472
1/1/2012,Nova Scotia,2016A000212,v9,4,943746
1/1/2012,New Brunswick,2016A000213,v10,5,757270
1/1/2012,Quebec,2016A000224,v11,6,8039492
1/1/2012,Ontario,2016A000235,v12,7,13348263
1/1/2012,Manitoba,2016A000246,v13,8,1245692
1/1/2012,Saskatchewan,2016A000247,v14,9,1077892
1/1/2012,Alberta,2016A000248,v15,10,3847722
1/1/2012,British Columbia,2016A000259,v3,11,4548438
1/1/2012,Yukon,2016A000260,v4,12,35843
1/1/2012,Northwest Territories,2016A000261,v6,14,43701
1/1/2012,Nunavut,2016A000262,v7,15,34593
1/1/2012,Canada,2016A000011124,v1,1,34714222
1/1/2012,Newfoundland and Labrador,2016A000210,v2,2,526345
1/1/2012,Prince Edward Island,2016A000211,v8,3,144530
1/1/2012,Nova Scotia,2016A000212,v9,4,943635
1/1/2012,New Brunswick,2016A000213,v10,5,758378
1/1/2012,Quebec,2016A000224,v11,6,8061101
1/1/2012,Ontario,2016A000235,v12,7,13390632
1/1/2012,Manitoba,2016A000246,v13,8,1249975
1/1/2012,Saskatchewan,2016A000247,v14,9,1083755
1/1/2012,Alberta,2016A000248,v15,10,3874548
1/1/2012,British Columbia,2016A000259,v3,11,4566769
1/1/2012,Yukon,2016A000260,v4,12,36234
1/1/2012,Northwest Territories,2016A000261,v6,14,43648
1/1/2012,Nunavut,2016A000262,v7,15,34672
1/1/2012,Canada,2016A000011124,v1,1,34836008
1/1/2012,Newfoundland and Labrador,2016A000210,v2,2,527180
1/1/2012,Prince Edward Island,2016A000211,v8,3,144520
1/1/2012,Nova Scotia,2016A000212,v9,4,943341
1/1/2012,New Brunswick,2016A000213,v10,5,758673
1/1/2012,Quebec,2016A000224,v11,6,8078388
1/1/2012,Ontario,2016A000235,v12,7,13434943
1/1/2012,Manitoba,2016A000246,v13,8,1254178
1/1/2012,Saskatchewan,2016A000247,v14,9,1088959
1/1/2012,Alberta,2016A000248,v15,10,3900333
1/1/2012,British Columbia,2016A000259,v3,11,4590545
1/1/2012,Yukon,2016A000260,v4,12,36425
1/1/2012,Northwest Territories,2016A000261,v6,14,43681
1/1/2012,Nunavut,2016A000262,v7,15,34842
1/1/2013,Canada,2016A000011124,v1,1,34883119
1/1/2013,Newfoundland and Labrador,2016A000210,v2,2,527248
1/1/2013,Prince Edward Island,2016A000211,v8,3,144175
1/1/2013,Nova Scotia,2016A000212,v9,4,942598
1/1/2013,New Brunswick,2016A000213,v10,5,758298
1/1/2013,Quebec,2016A000224,v11,6,8082771
1/1/2013,Ontario,2016A000235,v12,7,13444704
1/1/2013,Manitoba,2016A000246,v13,8,1257940
1/1/2013,Saskatchewan,2016A000247,v14,9,1091547
1/1/2013,Alberta,2016A000248,v15,10,3920499
1/1/2013,British Columbia,2016A000259,v3,11,4598255
1/1/2013,Yukon,2016A000260,v4,12,36373
1/1/2013,Northwest Territories,2016A000261,v6,14,43737
1/1/2013,Nunavut,2016A000262,v7,15,34974
1/1/2013,Canada,2016A000011124,v1,1,34958216
1/1/2013,Newfoundland and Labrador,2016A000210,v2,2,527313
1/1/2013,Prince Edward Island,2016A000211,v8,3,143948
1/1/2013,Nova Scotia,2016A000212,v9,4,941230
1/1/2013,New Brunswick,2016A000213,v10,5,758132
1/1/2013,Quebec,2016A000224,v11,6,8090916
1/1/2013,Ontario,2016A000235,v12,7,13467829
1/1/2013,Manitoba,2016A000246,v13,8,1260834
1/1/2013,Saskatchewan,2016A000247,v14,9,1094390
1/1/2013,Alberta,2016A000248,v15,10,3946798
1/1/2013,British Columbia,2016A000259,v3,11,4611648
1/1/2013,Yukon,2016A000260,v4,12,36313
1/1/2013,Northwest Territories,2016A000261,v6,14,43867
1/1/2013,Nunavut,2016A000262,v7,15,34998
1/1/2013,Canada,2016A000011124,v1,1,35082954
1/1/2013,Newfoundland and Labrador,2016A000210,v2,2,527114
1/1/2013,Prince Edward Island,2016A000211,v8,3,144094
1/1/2013,Nova Scotia,2016A000212,v9,4,940434
1/1/2013,New Brunswick,2016A000213,v10,5,758544
1/1/2013,Quebec,2016A000224,v11,6,8110880
1/1/2013,Ontario,2016A000235,v12,7,13510781
1/1/2013,Manitoba,2016A000246,v13,8,1264620
1/1/2013,Saskatchewan,2016A000247,v14,9,1099736
1/1/2013,Alberta,2016A000248,v15,10,3981011
1/1/2013,British Columbia,2016A000259,v3,11,4630077
1/1/2013,Yukon,2016A000260,v4,12,36521
1/1/2013,Northwest Territories,2016A000261,v6,14,43805
1/1/2013,Nunavut,2016A000262,v7,15,35337
1/1/2013,Canada,2016A000011124,v1,1,35211866
1/1/2013,Newfoundland and Labrador,2016A000210,v2,2,528117
1/1/2013,Prince Edward Island,2016A000211,v8,3,144103
1/1/2013,Nova Scotia,2016A000212,v9,4,940105
1/1/2013,New Brunswick,2016A000213,v10,5,758670
1/1/2013,Quebec,2016A000224,v11,6,8124660
1/1/2013,Ontario,2016A000235,v12,7,13558528
1/1/2013,Manitoba,2016A000246,v13,8,1268428
1/1/2013,Saskatchewan,2016A000247,v14,9,1103730
1/1/2013,Alberta,2016A000248,v15,10,4010903
1/1/2013,British Columbia,2016A000259,v3,11,4658875
1/1/2013,Yukon,2016A000260,v4,12,36448
1/1/2013,Northwest Territories,2016A000261,v6,14,43756
1/1/2013,Nunavut,2016A000262,v7,15,35543
1/1/2014,Canada,2016A000011124,v1,1,35249639
