REF_DATE,GEO,DGUID,VECTOR,COORDINATE,Population estimate
1/1/1946,Canada,2016A000011124,v1,1,12188000
1/1/1946,Canada,2016A000011124,v1,1,12241000
1/1/1946,Canada,2016A000011124,v1,1,12316000
1/1/1946,Canada,2016A000011124,v1,1,12393000
1/1/1947,Canada,2016A000011124,v1,1,12450000
1/1/1947,Canada,2016A000011124,v1,1,12507000
1/1/1947,Canada,2016A000011124,v1,1,12576000
1/1/1947,Canada,2016A000011124,v1,1,12646000
1/1/1948,Canada,2016A000011124,v1,1,12710000
1/1/1948,Canada,2016A000011124,v1,1,12773000
1/1/1948,Canada,2016A000011124,v1,1,12852000
1/1/1948,Canada,2016A000011124,v1,1,12930000
1/1/1949,Canada,2016A000011124,v1,1,12998000
1/1/1949,Canada,2016A000011124,v1,1,13399000
1/1/1949,Canada,2016A000011124,v1,1,13475000
1/1/1949,Canada,2016A000011124,v1,1,13548000
1/1/1950,Canada,2016A000011124,v1,1,13607000
1/1/1950,Canada,2016A000011124,v1,1,13663000
1/1/1950,Canada,2016A000011124,v1,1,13737000
1/1/1950,Canada,2016A000011124,v1,1,13807000
1/1/1951,Canada,2016A000011124,v1,1,13870000
1/1/1951,Canada,2016A000011124,v1,1,13937000
1/1/1951,Canada,2016A000011124,v1,1,14050000
1/1/1951,Newfoundland and Labrador,2016A000210,v2,2,362000
1/1/1951,Prince Edward Island,2016A000211,v8,3,99000
1/1/1951,Nova Scotia,2016A000212,v9,4,643000
1/1/1951,New Brunswick,2016A000213,v10,5,517000
1/1/1951,Quebec,2016A000224,v11,6,4066000
1/1/1951,Ontario,2016A000235,v12,7,4615000
1/1/1951,Manitoba,2016A000246,v13,8,778000
1/1/1951,Saskatchewan,2016A000247,v14,9,834000
1/1/1951,Alberta,2016A000248,v15,10,943000
1/1/1951,British Columbia,2016A000259,v3,11,1168000
1/1/1951,Yukon,2016A000260,v4,12,9000
1/1/1951,Northwest Territories including Nunavut,,v5,13,16000
1/1/1951,Canada,2016A000011124,v1,1,14163000
1/1/1951,Newfoundland and Labrador,2016A000210,v2,2,365000
1/1/1951,Prince Edward Island,2016A000211,v8,3,99000
1/1/1951,Nova Scotia,2016A000212,v9,4,646000
1/1/1951,New Brunswick,2016A000213,v10,5,519000
1/1/1951,Quebec,2016A000224,v11,6,4095000
1/1/1951,Ontario,2016A000235,v12,7,4665000
1/1/1951,Manitoba,2016A000246,v13,8,784000
1/1/1951,Saskatchewan,2016A000247,v14,9,836000
1/1/1951,Alberta,2016A000248,v15,10,950000
1/1/1951,British Columbia,2016A000259,v3,11,1179000
1/1/1951,Yukon,2016A000260,v4,12,9000
1/1/1951,Northwest Territories including Nunavut,,v5,13,16000
1/1/1952,Canada,2016A000011124,v1,1,14277000
1/1/1952,Newfoundland and Labrador,2016A000210,v2,2,368000
1/1/1952,Prince Edward Island,2016A000211,v8,3,100000
1/1/1952,Nova Scotia,2016A000212,v9,4,647000
1/1/1952,New Brunswick,2016A000213,v10,5,521000
1/1/1952,Quebec,2016A000224,v11,6,4126000
1/1/1952,Ontario,2016A000235,v12,7,4717000
1/1/1952,Manitoba,2016A000246,v13,8,789000
1/1/1952,Saskatchewan,2016A000247,v14,9,836000
1/1/1952,Alberta,2016A000248,v15,10,959000
1/1/1952,British Columbia,2016A000259,v3,11,1189000
1/1/1952,Yukon,2016A000260,v4,12,9000
1/1/1952,Northwest Territories including Nunavut,,v5,13,16000
1/1/1952,Canada,2016A000011124,v1,1,14376000
1/1/1952,Newfoundland and Labrador,2016A000210,v2,2,371000
1/1/1952,Prince Edward Island,2016A000211,v8,3,100000
1/1/1952,Nova Scotia,2016A000212,v9,4,651000
1/1/1952,New Brunswick,2016A000213,v10,5,524000
1/1/1952,Quebec,2016A000224,v11,6,4153000
1/1/1952,Ontario,2016A000235,v12,7,4757000
1/1/1952,Manitoba,2016A000246,v13,8,794000
1/1/1952,Saskatchewan,2016A000247,v14,9,838000
1/1/1952,Alberta,2016A000248,v15,10,965000
1/1/1952,British Columbia,2016A000259,v3,11,1198000
1/1/1952,Yukon,2016A000260,v4,12,9000
1/1/1952,Northwest Territories including Nunavut,,v5,13,16000
1/1/1952,Canada,2016A000011124,v1,1,14496000
1/1/1952,Newfoundland and Labrador,2016A000210,v2,2,375000
1/1/1952,Prince Edward Island,2016A000211,v8,3,100000
1/1/1952,Nova Scotia,2016A000212,v9,4,654000
1/1/1952,New Brunswick,2016A000213,v10,5,527000
1/1/1952,Quebec,2016A000224,v11,6,4183000
1/1/1952,Ontario,2016A000235,v12,7,4802000
1/1/1952,Manitoba,2016A000246,v13,8,799000
1/1/1952,Saskatchewan,2016A000247,v14,9,845000
1/1/1952,Alberta,2016A000248,v15,10,977000
1/1/1952,British Columbia,2016A000259,v3,11,1209000
1/1/1952,Yukon,2016A000260,v4,12,9000
1/1/1952,Northwest Territories including Nunavut,,v5,13,16000
1/1/1952,Canada,2016A000011124,v1,1,14598000
1/1/1952,Newfoundland and Labrador,2016A000210,v2,2,377000
1/1/1952,Prince Edward Island,2016A000211,v8,3,101000
1/1/1952,Nova Scotia,2016A000212,v9,4,657000
1/1/1952,New Brunswick,2016A000213,v10,5,529000
1/1/1952,Quebec,2016A000224,v11,6,4209000
1/1/1952,Ontario,2016A000235,v12,7,4841000
1/1/1952,Manitoba,2016A000246,v13,8,802000
1/1/1952,Saskatchewan,2016A000247,v14,9,850000
1/1/1952,Alberta,2016A000248,v15,10,985000
1/1/1952,British Columbia,2016A000259,v3,11,1222000
1/1/1952,Yukon,2016A000260,v4,12,9000
1/1/1952,Northwest Territories including Nunavut,,v5,13,16000
1/1/1953,Canada,2016A000011124,v1,1,14682000
1/1/1953,Newfoundland and Labrador,2016A000210,v2,2,379000
1/1/1953,Prince Edward Island,2016A000211,v8,3,101000
1/1/1953,Nova Scotia,2016A000212,v9,4,660000
1/1/1953,New Brunswick,2016A000213,v10,5,530000
1/1/1953,Quebec,2016A000224,v11,6,4228000
1/1/1953,Ontario,2016A000235,v12,7,4876000
1/1/1953,Manitoba,2016A000246,v13,8,804000
1/1/1953,Saskatchewan,2016A000247,v14,9,852000
1/1/1953,Alberta,2016A000248,v15,10,994000
1/1/1953,British Columbia,2016A000259,v3,11,1233000
1/1/1953,Yukon,2016A000260,v4,12,9000
1/1/1953,Northwest Territories including Nunavut,,v5,13,16000
1/1/1953,Canada,2016A000011124,v1,1,14763000
1/1/1953,Newfoundland and Labrador,2016A000210,v2,2,382000
1/1/1953,Prince Edward Island,2016A000211,v8,3,101000
1/1/1953,Nova Scotia,2016A000212,v9,4,662000
1/1/1953,New Brunswick,2016A000213,v10,5,532000
1/1/1953,Quebec,2016A000224,v11,6,4249000
1/1/1953,Ontario,2016A000235,v12,7,4907000
1/1/1953,Manitoba,2016A000246,v13,8,806000
1/1/1953,Saskatchewan,2016A000247,v14,9,855000
1/1/1953,Alberta,2016A000248,v15,10,1002000
1/1/1953,British Columbia,2016A000259,v3,11,1242000
1/1/1953,Yukon,2016A000260,v4,12,9000
1/1/1953,Northwest Territories including Nunavut,,v5,13,16000
1/1/1953,Canada,2016A000011124,v1,1,14886000
1/1/1953,Newfoundland and Labrador,2016A000210,v2,2,384000
1/1/1953,Prince Edward Island,2016A000211,v8,3,101000
1/1/1953,Nova Scotia,2016A000212,v9,4,664000
1/1/1953,New Brunswick,2016A000213,v10,5,533000
1/1/1953,Quebec,2016A000224,v11,6,4281000
1/1/1953,Ontario,2016A000235,v12,7,4956000
1/1/1953,Manitoba,2016A000246,v13,8,810000
1/1/1953,Saskatchewan,2016A000247,v14,9,863000
1/1/1953,Alberta,2016A000248,v15,10,1016000
1/1/1953,British Columbia,2016A000259,v3,11,1253000
1/1/1953,Yukon,2016A000260,v4,12,9000
1/1/1953,Northwest Territories including Nunavut,,v5,13,16000
1/1/1953,Canada,2016A000011124,v1,1,15001000
1/1/1953,Newfoundland and Labrador,2016A000210,v2,2,387000
1/1/1953,Prince Edward Island,2016A000211,v8,3,101000
1/1/1953,Nova Scotia,2016A000212,v9,4,667000
1/1/1953,New Brunswick,2016A000213,v10,5,535000
1/1/1953,Quebec,2016A000224,v11,6,4310000
1/1/1953,Ontario,2016A000235,v12,7,5002000
1/1/1953,Manitoba,2016A000246,v13,8,814000
1/1/1953,Saskatchewan,2016A000247,v14,9,866000
1/1/1953,Alberta,2016A000248,v15,10,1029000
1/1/1953,British Columbia,2016A000259,v3,11,1265000
1/1/1953,Yukon,2016A000260,v4,12,9000
1/1/1953,Northwest Territories including Nunavut,,v5,13,16000
1/1/1954,Canada,2016A000011124,v1,1,15105000
1/1/1954,Newfoundland and Labrador,2016A000210,v2,2,390000
1/1/1954,Prince Edward Island,2016A000211,v8,3,101000
1/1/1954,Nova Scotia,2016A000212,v9,4,668000
1/1/1954,New Brunswick,2016A000213,v10,5,537000
1/1/1954,Quebec,2016A000224,v11,6,4337000
1/1/1954,Ontario,2016A000235,v12,7,5047000
1/1/1954,Manitoba,2016A000246,v13,8,816000
1/1/1954,Saskatchewan,2016A000247,v14,9,867000
1/1/1954,Alberta,2016A000248,v15,10,1039000
1/1/1954,British Columbia,2016A000259,v3,11,1278000
1/1/1954,Yukon,2016A000260,v4,12,9000
1/1/1954,Northwest Territories including Nunavut,,v5,13,16000
1/1/1954,Canada,2016A000011124,v1,1,15199000
1/1/1954,Newfoundland and Labrador,2016A000210,v2,2,393000
1/1/1954,Prince Edward Island,2016A000211,v8,3,101000
1/1/1954,Nova Scotia,2016A000212,v9,4,670000
1/1/1954,New Brunswick,2016A000213,v10,5,538000
1/1/1954,Quebec,2016A000224,v11,6,4365000
1/1/1954,Ontario,2016A000235,v12,7,5082000
1/1/1954,Manitoba,2016A000246,v13,8,819000
1/1/1954,Saskatchewan,2016A000247,v14,9,869000
1/1/1954,Alberta,2016A000248,v15,10,1047000
1/1/1954,British Columbia,2016A000259,v3,11,1288000
1/1/1954,Yukon,2016A000260,v4,12,10000
1/1/1954,Northwest Territories including Nunavut,,v5,13,17000
1/1/1954,Canada,2016A000011124,v1,1,15330000
1/1/1954,Newfoundland and Labrador,2016A000210,v2,2,396000
1/1/1954,Prince Edward Island,2016A000211,v8,3,101000
1/1/1954,Nova Scotia,2016A000212,v9,4,674000
1/1/1954,New Brunswick,2016A000213,v10,5,541000
1/1/1954,Quebec,2016A000224,v11,6,4402000
1/1/1954,Ontario,2016A000235,v12,7,5130000
1/1/1954,Manitoba,2016A000246,v13,8,825000
1/1/1954,Saskatchewan,2016A000247,v14,9,874000
1/1/1954,Alberta,2016A000248,v15,10,1061000
1/1/1954,British Columbia,2016A000259,v3,11,1299000
1/1/1954,Yukon,2016A000260,v4,12,10000
1/1/1954,Northwest Territories including Nunavut,,v5,13,17000
1/1/1954,Canada,2016A000011124,v1,1,15444000
1/1/1954,Newfoundland and Labrador,2016A000210,v2,2,399000
1/1/1954,Prince Edward Island,2016A000211,v8,3,101000
1/1/1954,Nova Scotia,2016A000212,v9,4,676000
1/1/1954,New Brunswick,2016A000213,v10,5,543000
1/1/1954,Quebec,2016A000224,v11,6,4436000
1/1/1954,Ontario,2016A000235,v12,7,5174000
1/1/1954,Manitoba,2016A000246,v13,8,830000
1/1/1954,Saskatchewan,2016A000247,v14,9,877000
1/1/1954,Alberta,2016A000248,v15,10,1070000
1/1/1954,British Columbia,2016A000259,v3,11,1311000
1/1/1954,Yukon,2016A000260,v4,12,10000
1/1/1954,Northwest Territories including Nunavut,,v5,13,17000
1/1/1955,Canada,2016A000011124,v1,1,15535000
1/1/1955,Newfoundland and Labrador,2016A000210,v2,2,401000
1/1/1955,Prince Edward Island,2016A000211,v8,3,100000
1/1/1955,Nova Scotia,2016A000212,v9,4,678000
1/1/1955,New Brunswick,2016A000213,v10,5,544000
1/1/1955,Quebec,2016A000224,v11,6,4465000
1/1/1955,Ontario,2016A000235,v12,7,5208000
1/1/1955,Manitoba,2016A000246,v13,8,833000
1/1/1955,Saskatchewan,2016A000247,v14,9,877000
1/1/1955,Alberta,2016A000248,v15,10,1078000
1/1/1955,British Columbia,2016A000259,v3,11,1323000
1/1/1955,Yukon,2016A000260,v4,12,11000
1/1/1955,Northwest Territories including Nunavut,,v5,13,17000
1/1/1955,Canada,2016A000011124,v1,1,15620000
1/1/1955,Newfoundland and Labrador,2016A000210,v2,2,404000
1/1/1955,Prince Edward Island,2016A000211,v8,3,100000
1/1/1955,Nova Scotia,2016A000212,v9,4,681000
1/1/1955,New Brunswick,2016A000213,v10,5,546000
1/1/1955,Quebec,2016A000224,v11,6,4492000
1/1/1955,Ontario,2016A000235,v12,7,5236000
1/1/1955,Manitoba,2016A000246,v13,8,837000
1/1/1955,Saskatchewan,2016A000247,v14,9,877000
1/1/1955,Alberta,2016A000248,v15,10,1084000
1/1/1955,British Columbia,2016A000259,v3,11,1334000
1/1/1955,Yukon,2016A000260,v4,12,11000
1/1/1955,Northwest Territories including Nunavut,,v5,13,18000
1/1/1955,Canada,2016A000011124,v1,1,15736000
1/1/1955,Newfoundland and Labrador,2016A000210,v2,2,407000
1/1/1955,Prince Edward Island,2016A000211,v8,3,100000
1/1/1955,Nova Scotia,2016A000212,v9,4,684000
1/1/1955,New Brunswick,2016A000213,v10,5,548000
1/1/1955,Quebec,2016A000224,v11,6,4529000
1/1/1955,Ontario,2016A000235,v12,7,5278000
1/1/1955,Manitoba,2016A000246,v13,8,841000
1/1/1955,Saskatchewan,2016A000247,v14,9,879000
1/1/1955,Alberta,2016A000248,v15,10,1094000
1/1/1955,British Columbia,2016A000259,v3,11,1347000
1/1/1955,Yukon,2016A000260,v4,12,11000
1/1/1955,Northwest Territories including Nunavut,,v5,13,18000
1/1/1955,Canada,2016A000011124,v1,1,15834000
1/1/1955,Newfoundland and Labrador,2016A000210,v2,2,410000
1/1/1955,Prince Edward Island,2016A000211,v8,3,100000
1/1/1955,Nova Scotia,2016A000212,v9,4,688000
1/1/1955,New Brunswick,2016A000213,v10,5,550000
1/1/1955,Quebec,2016A000224,v11,6,4557000
1/1/1955,Ontario,2016A000235,v12,7,5311000
1/1/1955,Manitoba,2016A000246,v13,8,844000
1/1/1955,Saskatchewan,2016A000247,v14,9,880000
1/1/1955,Alberta,2016A000248,v15,10,1102000
1/1/1955,British Columbia,2016A000259,v3,11,1362000
1/1/1955,Yukon,2016A000260,v4,12,12000
1/1/1955,Northwest Territories including Nunavut,,v5,13,18000
1/1/1956,Canada,2016A000011124,v1,1,15919000
1/1/1956,Newfoundland and Labrador,2016A000210,v2,2,412000
1/1/1956,Prince Edward Island,2016A000211,v8,3,100000
1/1/1956,Nova Scotia,2016A000212,v9,4,690000
1/1/1956,New Brunswick,2016A000213,v10,5,552000
1/1/1956,Quebec,2016A000224,v11,6,4581000
1/1/1956,Ontario,2016A000235,v12,7,5344000
1/1/1956,Manitoba,2016A000246,v13,8,845000
1/1/1956,Saskatchewan,2016A000247,v14,9,879000
1/1/1956,Alberta,2016A000248,v15,10,1109000
1/1/1956,British Columbia,2016A000259,v3,11,1377000
1/1/1956,Yukon,2016A000260,v4,12,12000
1/1/1956,Northwest Territories including Nunavut,,v5,13,18000
1/1/1956,Canada,2016A000011124,v1,1,16004000
1/1/1956,Newfoundland and Labrador,2016A000210,v2,2,414000
1/1/1956,Prince Edward Island,2016A000211,v8,3,99000
1/1/1956,Nova Scotia,2016A000212,v9,4,693000
1/1/1956,New Brunswick,2016A000213,v10,5,553000
1/1/1956,Quebec,2016A000224,v11,6,4606000
1/1/1956,Ontario,2016A000235,v12,7,5375000
1/1/1956,Manitoba,2016A000246,v13,8,848000
1/1/1956,Saskatchewan,2016A000247,v14,9,879000
1/1/1956,Alberta,2016A000248,v15,10,1118000
1/1/1956,British Columbia,2016A000259,v3,11,1388000
1/1/1956,Yukon,2016A000260,v4,12,12000
1/1/1956,Northwest Territories including Nunavut,,v5,13,19000
1/1/1956,Canada,2016A000011124,v1,1,16123000
1/1/1956,Newfoundland and Labrador,2016A000210,v2,2,416000
1/1/1956,Prince Edward Island,2016A000211,v8,3,99000
1/1/1956,Nova Scotia,2016A000212,v9,4,695000
1/1/1956,New Brunswick,2016A000213,v10,5,556000
1/1/1956,Quebec,2016A000224,v11,6,4641000
1/1/1956,Ontario,2016A000235,v12,7,5423000
1/1/1956,Manitoba,2016A000246,v13,8,850000
1/1/1956,Saskatchewan,2016A000247,v14,9,881000
1/1/1956,Alberta,2016A000248,v15,10,1126000
1/1/1956,British Columbia,2016A000259,v3,11,1405000
1/1/1956,Yukon,2016A000260,v4,12,12000
1/1/1956,Northwest Territories including Nunavut,,v5,13,19000
1/1/1956,Canada,2016A000011124,v1,1,16235000
1/1/1956,Newfoundland and Labrador,2016A000210,v2,2,418000
1/1/1956,Prince Edward Island,2016A000211,v8,3,99000
1/1/1956,Nova Scotia,2016A000212,v9,4,695000
1/1/1956,New Brunswick,2016A000213,v10,5,557000
1/1/1956,Quebec,2016A000224,v11,6,4671000
1/1/1956,Ontario,2016A000235,v12,7,5470000
1/1/1956,Manitoba,2016A000246,v13,8,852000
1/1/1956,Saskatchewan,2016A000247,v14,9,880000
1/1/1956,Alberta,2016A000248,v15,10,1136000
1/1/1956,British Columbia,2016A000259,v3,11,1426000
1/1/1956,Yukon,2016A000260,v4,12,12000
1/1/1956,Northwest Territories including Nunavut,,v5,13,19000
1/1/1957,Canada,2016A000011124,v1,1,16352000
1/1/1957,Newfoundland and Labrador,2016A000210,v2,2,420000
1/1/1957,Prince Edward Island,2016A000211,v8,3,99000
1/1/1957,Nova Scotia,2016A000212,v9,4,695000
1/1/1957,New Brunswick,2016A000213,v10,5,558000
1/1/1957,Quebec,2016A000224,v11,6,4702000
1/1/1957,Ontario,2016A000235,v12,7,5529000
1/1/1957,Manitoba,2016A000246,v13,8,851000
1/1/1957,Saskatchewan,2016A000247,v14,9,874000
1/1/1957,Alberta,2016A000248,v15,10,1144000
1/1/1957,British Columbia,2016A000259,v3,11,1449000
1/1/1957,Yukon,2016A000260,v4,12,12000
1/1/1957,Northwest Territories including Nunavut,,v5,13,19000
1/1/1957,Canada,2016A000011124,v1,1,16479000
1/1/1957,Newfoundland and Labrador,2016A000210,v2,2,422000
1/1/1957,Prince Edward Island,2016A000211,v8,3,99000
1/1/1957,Nova Scotia,2016A000212,v9,4,698000
1/1/1957,New Brunswick,2016A000213,v10,5,560000
1/1/1957,Quebec,2016A000224,v11,6,4737000
1/1/1957,Ontario,2016A000235,v12,7,5580000
1/1/1957,Manitoba,2016A000246,v13,8,856000
1/1/1957,Saskatchewan,2016A000247,v14,9,875000
1/1/1957,Alberta,2016A000248,v15,10,1153000
1/1/1957,British Columbia,2016A000259,v3,11,1468000
1/1/1957,Yukon,2016A000260,v4,12,12000
1/1/1957,Northwest Territories including Nunavut,,v5,13,19000
1/1/1957,Canada,2016A000011124,v1,1,16677000
1/1/1957,Newfoundland and Labrador,2016A000210,v2,2,425000
1/1/1957,Prince Edward Island,2016A000211,v8,3,99000
1/1/1957,Nova Scotia,2016A000212,v9,4,701000
1/1/1957,New Brunswick,2016A000213,v10,5,563000
1/1/1957,Quebec,2016A000224,v11,6,4786000
1/1/1957,Ontario,2016A000235,v12,7,5668000
1/1/1957,Manitoba,2016A000246,v13,8,863000
1/1/1957,Saskatchewan,2016A000247,v14,9,882000
1/1/1957,Alberta,2016A000248,v15,10,1169000
1/1/1957,British Columbia,2016A000259,v3,11,1490000
1/1/1957,Yukon,2016A000260,v4,12,12000
1/1/1957,Northwest Territories including Nunavut,,v5,13,19000
1/1/1957,Canada,2016A000011124,v1,1,16810000
1/1/1957,Newfoundland and Labrador,2016A000210,v2,2,427000
1/1/1957,Prince Edward Island,2016A000211,v8,3,99000
1/1/1957,Nova Scotia,2016A000212,v9,4,702000
1/1/1957,New Brunswick,2016A000213,v10,5,565000
1/1/1957,Quebec,2016A000224,v11,6,4825000
1/1/1957,Ontario,2016A000235,v12,7,5722000
1/1/1957,Manitoba,2016A000246,v13,8,863000
1/1/1957,Saskatchewan,2016A000247,v14,9,884000
1/1/1957,Alberta,2016A000248,v15,10,1179000
1/1/1957,British Columbia,2016A000259,v3,11,1511000
1/1/1957,Yukon,2016A000260,v4,12,13000
1/1/1957,Northwest Territories including Nunavut,,v5,13,20000
1/1/1958,Canada,2016A000011124,v1,1,16907000
1/1/1958,Newfoundland and Labrador,2016A000210,v2,2,428000
1/1/1958,Prince Edward Island,2016A000211,v8,3,99000
1/1/1958,Nova Scotia,2016A000212,v9,4,705000
1/1/1958,New Brunswick,2016A000213,v10,5,567000
1/1/1958,Quebec,2016A000224,v11,6,4849000
1/1/1958,Ontario,2016A000235,v12,7,5759000
1/1/1958,Manitoba,2016A000246,v13,8,868000
1/1/1958,Saskatchewan,2016A000247,v14,9,884000
1/1/1958,Alberta,2016A000248,v15,10,1191000
1/1/1958,British Columbia,2016A000259,v3,11,1524000
1/1/1958,Yukon,2016A000260,v4,12,13000
1/1/1958,Northwest Territories including Nunavut,,v5,13,20000
1/1/1958,Canada,2016A000011124,v1,1,16997000
1/1/1958,Newfoundland and Labrador,2016A000210,v2,2,430000
1/1/1958,Prince Edward Island,2016A000211,v8,3,100000
1/1/1958,Nova Scotia,2016A000212,v9,4,707000
1/1/1958,New Brunswick,2016A000213,v10,5,569000
1/1/1958,Quebec,2016A000224,v11,6,4879000
1/1/1958,Ontario,2016A000235,v12,7,5789000
1/1/1958,Manitoba,2016A000246,v13,8,872000
1/1/1958,Saskatchewan,2016A000247,v14,9,888000
1/1/1958,Alberta,2016A000248,v15,10,1198000
1/1/1958,British Columbia,2016A000259,v3,11,1532000
1/1/1958,Yukon,2016A000260,v4,12,13000
1/1/1958,Northwest Territories including Nunavut,,v5,13,20000
1/1/1958,Canada,2016A000011124,v1,1,17120000
1/1/1958,Newfoundland and Labrador,2016A000210,v2,2,433000
1/1/1958,Prince Edward Island,2016A000211,v8,3,100000
1/1/1958,Nova Scotia,2016A000212,v9,4,710000
1/1/1958,New Brunswick,2016A000213,v10,5,572000
1/1/1958,Quebec,2016A000224,v11,6,4915000
1/1/1958,Ontario,2016A000235,v12,7,5835000
1/1/1958,Manitoba,2016A000246,v13,8,877000
1/1/1958,Saskatchewan,2016A000247,v14,9,894000
1/1/1958,Alberta,2016A000248,v15,10,1211000
1/1/1958,British Columbia,2016A000259,v3,11,1540000
1/1/1958,Yukon,2016A000260,v4,12,13000
1/1/1958,Northwest Territories including Nunavut,,v5,13,20000
1/1/1958,Canada,2016A000011124,v1,1,17225000
1/1/1958,Newfoundland and Labrador,2016A000210,v2,2,435000
1/1/1958,Prince Edward Island,2016A000211,v8,3,101000
1/1/1958,Nova Scotia,2016A000212,v9,4,713000
1/1/1958,New Brunswick,2016A000213,v10,5,574000
1/1/1958,Quebec,2016A000224,v11,6,4947000
1/1/1958,Ontario,2016A000235,v12,7,5874000
1/1/1958,Manitoba,2016A000246,v13,8,881000
1/1/1958,Saskatchewan,2016A000247,v14,9,898000
1/1/1958,Alberta,2016A000248,v15,10,1221000
1/1/1958,British Columbia,2016A000259,v3,11,1548000
1/1/1958,Yukon,2016A000260,v4,12,13000
1/1/1958,Northwest Territories including Nunavut,,v5,13,20000
1/1/1959,Canada,2016A000011124,v1,1,17318000
1/1/1959,Newfoundland and Labrador,2016A000210,v2,2,437000
1/1/1959,Prince Edward Island,2016A000211,v8,3,101000
1/1/1959,Nova Scotia,2016A000212,v9,4,716000
1/1/1959,New Brunswick,2016A000213,v10,5,577000
1/1/1959,Quebec,2016A000224,v11,6,4974000
1/1/1959,Ontario,2016A000235,v12,7,5907000
1/1/1959,Manitoba,2016A000246,v13,8,883000
1/1/1959,Saskatchewan,2016A000247,v14,9,900000
1/1/1959,Alberta,2016A000248,v15,10,1233000
1/1/1959,British Columbia,2016A000259,v3,11,1556000
1/1/1959,Yukon,2016A000260,v4,12,13000
1/1/1959,Northwest Territories including Nunavut,,v5,13,21000
1/1/1959,Canada,2016A000011124,v1,1,17406000
1/1/1959,Newfoundland and Labrador,2016A000210,v2,2,439000
1/1/1959,Prince Edward Island,2016A000211,v8,3,101000
1/1/1959,Nova Scotia,2016A000212,v9,4,718000
1/1/1959,New Brunswick,2016A000213,v10,5,580000
1/1/1959,Quebec,2016A000224,v11,6,5002000
1/1/1959,Ontario,2016A000235,v12,7,5938000
1/1/1959,Manitoba,2016A000246,v13,8,888000
1/1/1959,Saskatchewan,2016A000247,v14,9,903000
1/1/1959,Alberta,2016A000248,v15,10,1241000
1/1/1959,British Columbia,2016A000259,v3,11,1562000
1/1/1959,Yukon,2016A000260,v4,12,13000
1/1/1959,Northwest Territories including Nunavut,,v5,13,21000
1/1/1959,Canada,2016A000011124,v1,1,17522000
1/1/1959,Newfoundland and Labrador,2016A000210,v2,2,441000
1/1/1959,Prince Edward Island,2016A000211,v8,3,102000
1/1/1959,Nova Scotia,2016A000212,v9,4,720000
1/1/1959,New Brunswick,2016A000213,v10,5,583000
1/1/1959,Quebec,2016A000224,v11,6,5035000
1/1/1959,Ontario,2016A000235,v12,7,5985000
1/1/1959,Manitoba,2016A000246,v13,8,892000
1/1/1959,Saskatchewan,2016A000247,v14,9,908000
1/1/1959,Alberta,2016A000248,v15,10,1252000
1/1/1959,British Columbia,2016A000259,v3,11,1570000
1/1/1959,Yukon,2016A000260,v4,12,13000
1/1/1959,Northwest Territories including Nunavut,,v5,13,21000
1/1/1959,Canada,2016A000011124,v1,1,17624000
1/1/1959,Newfoundland and Labrador,2016A000210,v2,2,443000
1/1/1959,Prince Edward Island,2016A000211,v8,3,102000
1/1/1959,Nova Scotia,2016A000212,v9,4,722000
1/1/1959,New Brunswick,2016A000213,v10,5,584000
1/1/1959,Quebec,2016A000224,v11,6,5068000
1/1/1959,Ontario,2016A000235,v12,7,6020000
1/1/1959,Manitoba,2016A000246,v13,8,896000
1/1/1959,Saskatchewan,2016A000247,v14,9,912000
1/1/1959,Alberta,2016A000248,v15,10,1263000
1/1/1959,British Columbia,2016A000259,v3,11,1580000
1/1/1959,Yukon,2016A000260,v4,12,13000
1/1/1959,Northwest Territories including Nunavut,,v5,13,21000
1/1/1960,Canada,2016A000011124,v1,1,17710000
1/1/1960,Newfoundland and Labrador,2016A000210,v2,2,445000
1/1/1960,Prince Edward Island,2016A000211,v8,3,103000
1/1/1960,Nova Scotia,2016A000212,v9,4,722000
1/1/1960,New Brunswick,2016A000213,v10,5,585000
1/1/1960,Quebec,2016A000224,v11,6,5092000
1/1/1960,Ontario,2016A000235,v12,7,6054000
1/1/1960,Manitoba,2016A000246,v13,8,900000
1/1/1960,Saskatchewan,2016A000247,v14,9,911000
1/1/1960,Alberta,2016A000248,v15,10,1274000
1/1/1960,British Columbia,2016A000259,v3,11,1589000
1/1/1960,Yukon,2016A000260,v4,12,14000
1/1/1960,Northwest Territories including Nunavut,,v5,13,21000
1/1/1960,Canada,2016A000011124,v1,1,17793000
1/1/1960,Newfoundland and Labrador,2016A000210,v2,2,447000
1/1/1960,Prince Edward Island,2016A000211,v8,3,103000
1/1/1960,Nova Scotia,2016A000212,v9,4,725000
1/1/1960,New Brunswick,2016A000213,v10,5,587000
1/1/1960,Quebec,2016A000224,v11,6,5119000
1/1/1960,Ontario,2016A000235,v12,7,6083000
1/1/1960,Manitoba,2016A000246,v13,8,903000
1/1/1960,Saskatchewan,2016A000247,v14,9,912000
1/1/1960,Alberta,2016A000248,v15,10,1282000
1/1/1960,British Columbia,2016A000259,v3,11,1596000
1/1/1960,Yukon,2016A000260,v4,12,14000
1/1/1960,Northwest Territories including Nunavut,,v5,13,22000
1/1/1960,Canada,2016A000011124,v1,1,17909000
1/1/1960,Newfoundland and Labrador,2016A000210,v2,2,449000
1/1/1960,Prince Edward Island,2016A000211,v8,3,103000
1/1/1960,Nova Scotia,2016A000212,v9,4,728000
